run;type;module;name;attrname;attrvalue;value
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;configname;SlotDurationBMac_short;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;datetime;20230507-14:42:53;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;datetimef;20230507-144253;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;experiment;SlotDurationBMac_short;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;inifile;omnetpp.ini;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;iterationvars;$N=50, $slotDuration=0.11;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;iterationvarsd;N=50/slotDuration=0.11;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;iterationvarsf;N=50,slotDuration=0.11-;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;measurement;$N=50, $slotDuration=0.11;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;network;SimMAC;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;processid;8652;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;repetition;0;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;replication;#0;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;resultdir;results/SlotDurationBMAC/short;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;runnumber;280;
SlotDurationBMac_short-280-20230507-14:42:53-8652;runattr;;;seedset;280;
SlotDurationBMac_short-280-20230507-14:42:53-8652;itervar;;;N;50;
SlotDurationBMac_short-280-20230507-14:42:53-8652;itervar;;;slotDuration;0.11;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;image-path;../../../../../Omnet++/inet4.5/images;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;result-dir;results/SlotDurationBMAC/short;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.sensorsTotalNumber;50;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.vector-recording;false;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.wlan[*].mac.typename;BMac;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.wlan[*].mac.headerLength;1B;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.wlan[*].mac.slotDuration;0.11s;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.wlan[*].queue.typename;DropTailQueue;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;network;SimMAC;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.sensorsType1Number;int(floor(0.5*sensorsTotalNumber));
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.sensorsType2Number;int(floor(0.3*sensorsTotalNumber));
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.sensorsType3Number;sensorsTotalNumber - (sensorsType1Number + sensorsType2Number);
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.distFromSensorToSink;50m;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.distFromServerToSink;30m;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;sim-time-limit;100s;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.enableVisualisation;false;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.sensor*.udp.packetSent:vector(packetBytes).vector-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.server.udp.packetReceived:vector(packetBytes).vector-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.gateway.eth[0].queue.outgoingDataRate:vector.vector-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.sensorType*[0].wlan[0].queue.outgoingDataRate:vector.vector-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.energyStorage.residualEnergyCapacity:vector.vector-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.server.app[0].endToEndDelay:vector.vector-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.server.app[0].throughput:vector.vector-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.vector-recording;false;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.server.udp.packetReceived:count.scalar-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.sensor*.udp.packetSent:count.scalar-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.residualEnergyCapacity:last.scalar-recording;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.scalar-recording;false;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.param-recording;false;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.wlan[*].typename;WirelessInterface;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.wlan[*].radio.typename;ApskScalarRadio;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.arp.typename;GlobalArp;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.netmaskRoutes;"""""";
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.gateway.forwarding;true;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;**.maxTransmissionDuration;100ms;
SlotDurationBMac_short-280-20230507-14:42:53-8652;config;;;*.configurator.config;"xmldoc(""topology.xml"")";
