run;type;module;name;attrname;attrvalue;value
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;configname;SlotDurationBMac;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;datetime;20230506-23:14:44;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;datetimef;20230506-231444;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;experiment;SlotDurationBMac;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;inifile;omnetpp.ini;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;iterationvars;$N=30, $slotDuration=0.55;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;iterationvarsd;N=30/slotDuration=0.55;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;iterationvarsf;N=30,slotDuration=0.55-;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;measurement;$N=30, $slotDuration=0.55;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;network;SimMAC;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;processid;14936;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;repetition;0;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;replication;#0;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;resultdir;results/SlotDurationBMAC;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;runnumber;110;
SlotDurationBMac-110-20230506-23:14:44-14936;runattr;;;seedset;110;
SlotDurationBMac-110-20230506-23:14:44-14936;itervar;;;N;30;
SlotDurationBMac-110-20230506-23:14:44-14936;itervar;;;slotDuration;0.55;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;image-path;../../../../../Omnet++/inet4.5/images;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;result-dir;results/SlotDurationBMAC;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.sensorsTotalNumber;30;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;**.vector-recording;false;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;**.wlan[*].mac.typename;BMac;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;**.wlan[*].mac.headerLength;1B;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;**.wlan[*].mac.slotDuration;0.55s;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;**.wlan[*].queue.typename;DropTailQueue;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;network;SimMAC;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.sensorsType1Number;int(floor(0.5*sensorsTotalNumber));
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.sensorsType2Number;int(floor(0.3*sensorsTotalNumber));
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.sensorsType3Number;sensorsTotalNumber - (sensorsType1Number + sensorsType2Number);
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.distFromSensorToSink;50m;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.distFromServerToSink;30m;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;sim-time-limit;100s;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.enableVisualisation;false;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.sensor*.udp.packetSent:vector(packetBytes).vector-recording;true;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.server.udp.packetReceived:vector(packetBytes).vector-recording;true;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.gateway.eth[0].queue.outgoingDataRate:vector.vector-recording;true;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.sensorType*[0].wlan[0].queue.outgoingDataRate:vector.vector-recording;true;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;**.energyStorage.residualEnergyCapacity:vector.vector-recording;true;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.server.app[0].endToEndDelay:vector.vector-recording;true;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;*.server.app[0].throughput:vector.vector-recording;true;
SlotDurationBMac-110-20230506-23:14:44-14936;config;;;**.vector-recording;false;
