endToEndDelay:vector Sim802154.server.app[0] ($N=8, #0 - Sim802154_app1-3-20230526-09:06:56-4264);;outgoingDataRate:vector Sim802154.gateway.eth[0].queue ($N=8, #0 - Sim802154_app1-3-20230526-09:06:56-4264);;packetReceived:vector(packetBytes) Sim802154.server.udp ($N=8, #0 - Sim802154_app1-3-20230526-09:06:56-4264);;throughput:vector Sim802154.server.app[0] ($N=8, #0 - Sim802154_app1-3-20230526-09:06:56-4264);
0.022227958925;0.003301976782;9.978884739115;-14.05005663771299845;0.022227958925;18;9.978890549115;-3.79942055607750005
0.046062965517;0.004583736781999999;10.078884739115;12560;0.046062965517;48;10.078890549115;5200
0.077772974746;0.004422536781999998;10.178884739115;5680;0.077772974746;33;10.178890549115;2000
0.132486798273;0.003142536781999999;10.278884739115;0;0.132486798273;33;10.278890549115;0
0.288494167914;0.003623736782;10.378884739115;11360;0.288494167914;48;10.378890549115;4000
0.353830910467;0.002661976781999999;10.478884739115;4480;0.353830910467;18;10.478890549115;800
0.576927651593;0.002341976781999999;10.578884739115;4480;0.576927651593;18;10.578890549115;800
0.7025816868;0.003621976782;10.678884739115;0;0.7025816868;18;10.678890549115;0
0.78412221655;0.002341976781999999;10.778884739115;4480;0.78412221655;18;10.778890549115;800
0.845512320013;0.003142536781999999;10.878884739115;11360;0.845512320013;33;10.878890549115;4000
1.076812974746;0.003462536781999999;10.978884739115;4480;1.076812974746;33;10.978890549115;800
1.108332575395;0.002021976781999999;11.078884739115;10160;1.108332575395;18;11.078890549115;2800
1.132166798273;0.002822536781999999;11.178884739115;5680;1.132166798273;33;11.178890549115;2000
1.193076168117;0.002021976781999999;11.278884739115;4480;1.193076168117;18;11.278890549115;800
1.392728607664;0.003941976781999999;11.378884739115;0;1.392728607664;18;11.378890549115;0
1.629410596691;0.004261976782;11.478884739115;4480;1.629410596691;18;11.478890549115;800
1.669364195189;0.003301976782;11.578884739115;0;1.669364195189;18;11.578890549115;0
1.836685565633;0.004422536781999998;11.678884739115;0;1.836685565633;33;11.678890549115;0
1.844872320013;0.002502536781999999;11.778884739115;4480;1.844872320013;33;11.778890549115;800
1.875548545795;0.003301976782;11.878884739115;11360;1.875548545795;18;11.878890549115;4000
1.943561973819;0.002021976781999999;11.978884739115;4480;1.943561973819;18;11.978890549115;800
2.078092974746;0.004742536781999999;12.078884739115;10160;2.078092974746;33;12.078890549115;2800
2.133446798273;0.004102536781999999;12.178884739115;5680;2.133446798273;33;12.178890549115;2000
2.271292456783;0.002341976781999999;12.278884739115;4480;2.271292456783;18;12.278890549115;800
2.329593807548;0.003621976782;12.378884739115;4480;2.329593807548;18;12.378890549115;800
2.58040188572;0.002981976781999999;12.478884739115;0;2.58040188572;18;12.478890549115;0
2.623683982066;0.002981976781999999;12.578884739115;0;2.623683982066;18;12.578890549115;0
2.834765565633;0.002502536781999999;12.678884739115;0;2.834765565633;33;12.678890549115;0
2.844872320013;0.002502536781999999;12.778884739115;8960;2.844872320013;33;12.778890549115;1600
2.920763959356;0.002661976781999999;12.878884739115;11360;2.920763959356;18;12.878890549115;4000
3.007851081284;0.004261976782;12.978884739115;0;3.007851081284;18;12.978890549115;0
3.078092974746;0.004742536781999999;13.078884739115;10160;3.078092974746;33;13.078890549115;2800
3.133446798273;0.004102536781999999;13.178884739115;10160;3.133446798273;33;13.178890549115;2800
3.297599829867;0.003621976782;13.278884739115;0;3.297599829867;18;13.278890549115;0
3.44929940818;0.002341976781999999;13.378884739115;0;3.44929940818;18;13.378890549115;0
3.557053444155;0.002661976781999999;13.478884739115;4480;3.557053444155;18;13.478890549115;800
3.836045565633;0.003782536781999999;13.578884739115;4480;3.836045565633;33;13.578890549115;800
3.844872320013;0.002502536781999999;13.678884739115;0;3.844872320013;33;13.678890549115;0
3.901489104121;0.002021976781999999;13.778884739115;0;3.901489104121;18;13.778890549115;0
3.912427756125;0.013157976781999997;13.878884739115;20320;3.912427756125;18;13.878890549115;5600
4.077452974746;0.004102536781999999;13.978884739115;0;4.077452974746;33;13.978890549115;0
4.131846798273;0.002502536781999999;14.078884739115;10160;4.131846798273;33;14.078890549115;2800
4.240091408693;0.003621976782;14.178884739115;5680;4.240091408693;18;14.178890549115;2000
4.308563229077;0.002341976781999999;14.278884739115;4480;4.308563229077;18;14.278890549115;800
4.644026744655;0.004261976782;14.378884739115;0;4.644026744655;18;14.378890549115;0
4.688569831093;0.004261976782;14.478884739115;4480;4.688569831093;18;14.478890549115;800
4.836045565633;0.003782536781999999;14.578884739115;0;4.836045565633;33;14.578890549115;0
4.844872320013;0.002502536781999999;14.678884739115;0;4.844872320013;33;14.678890549115;0
4.933745828722;0.003301976782;14.778884739115;8960;4.933745828722;18;14.778890549115;1600
5.045742965517;0.004263736782;14.878884739115;11360;5.045742965517;48;14.878890549115;4000
5.076812974746;0.003462536781999999;14.978884739115;4480;5.076812974746;33;14.978890549115;800
5.131846798273;0.002502536781999999;15.078884739115;12560;5.131846798273;33;15.078890549115;5200
5.14091370871;0.002661976781999999;15.178884739115;14640;5.14091370871;18;15.178890549115;3600
5.179410613907;0.003621976782;15.278884739115;0;5.179410613907;18;15.278890549115;0
5.289134167914;0.004263736782;15.378884739115;6880;5.289134167914;48;15.378890549115;3200
5.364282349926;0.004261976782;15.478884739115;0;5.364282349926;18;15.478890549115;0
5.431589248478;0.002981976781999999;15.578884739115;4480;5.431589248478;18;15.578890549115;800
5.601150508885;0.002341976781999999;15.678884739115;4480;5.601150508885;18;15.678890549115;800
5.666454225597;0.002981976781999999;15.778884739115;0;5.666454225597;18;15.778890549115;0
5.835085565633;0.002822536781999999;15.878884739115;15840;5.835085565633;33;15.878890549115;4800
5.845832320013;0.003462536781999999;15.978884739115;4480;5.845832320013;33;15.978890549115;800
5.965645632975;0.003301976782;16.078884739115;5680;5.965645632975;18;16.078890549115;2000
6.075852974746;0.002502536781999999;16.178884739115;10160;6.075852974746;33;16.178890549115;2800
6.087420882402;0.002981976781999999;16.278884739115;4480;6.087420882402;18;16.278890549115;800
6.133126798273;0.003782536781999999;16.378884739115;0;6.133126798273;33;16.378890549115;0
6.444303338375;0.003941976781999999;16.478884739115;0;6.444303338375;18;16.478890549115;0
6.55207410444;0.003301976782;16.578884739115;4480;6.55207410444;18;16.578890549115;800
6.835405565633;0.003142536781999999;16.678884739115;4480;6.835405565633;33;16.678890549115;800
