endToEndDelay:vector Sim802154.server.app[0] ($N=13, #0 - Sim802154_app1-8-20230527-16:02:21-8708);;outgoingDataRate:vector Sim802154.gateway.eth[0].queue ($N=13, #0 - Sim802154_app1-8-20230527-16:02:21-8708);;packetReceived:vector(packetBytes) Sim802154.server.udp ($N=13, #0 - Sim802154_app1-8-20230527-16:02:21-8708);;throughput:vector Sim802154.server.app[0] ($N=13, #0 - Sim802154_app1-8-20230527-16:02:21-8708);
0.015599201721;0.004422536781999998;0.1;5680;0.015599201721;33;0.1;2000
0.161422392451;0.002983736782;0.2;6880;0.161422392451;48;0.2;3200
0.277162248325;0.003462536781999999;0.3;5680;0.277162248325;33;0.3;2000
0.478141458628;0.004102536781999999;0.4;0;0.478141458628;33;0.4;0
0.519264641812;0.005225336782;0.5;5680;0.519264641812;68;0.5;2000
0.525577631148;0.010279736782;0.6;21040;0.525577631148;48;0.6;10000
0.551931066897;0.003142536781999999;0.7;0;0.551931066897;33;0.7;0
0.949658389447;0.002822536781999999;0.8;0;0.949658389447;33;0.8;0
1.015279201721;0.004102536781999999;0.9;0;1.015279201721;33;0.9;0
1.019584641812;0.005545336781999999;1;5680;1.019584641812;68;1;2000
1.162382392451;0.003943736781999999;1.1;14160;1.162382392451;48;1.1;6800
1.213342605551;0.004263736782;1.2;6880;1.213342605551;48;1.2;3200
1.277162248325;0.003462536781999999;1.3;12560;1.277162248325;33;1.3;5200
1.458568465185;0.005865336781999999;1.4;0;1.458568465185;68;1.4;0
1.478781458628;0.004742536781999999;1.5;14160;1.478781458628;33;1.5;6800
1.518944641812;0.004905336781999999;1.6;21040;1.518944641812;68;1.6;10000
1.522569631148;0.007271736782;1.7;0;1.522569631148;48;1.7;0
1.552571066897;0.003782536781999999;1.8;5680;1.552571066897;33;1.8;2000
1.700072186393;0.004742536781999999;1.9;0;1.700072186393;33;1.9;0
1.949338389447;0.002502536781999999;2;14160;1.949338389447;33;2;6800
1.958568465185;0.005865336781999999;2.1;22640;1.958568465185;68;2.1;11600
2.014319201721;0.003142536781999999;2.2;6880;2.014319201721;33;2.2;3200
2.019584641812;0.005545336781999999;2.3;12560;2.019584641812;68;2.3;5200
2.062282682153;0.005865336781999999;2.4;0;2.062282682153;68;2.4;0
2.162702392451;0.004263736782;2.5;14160;2.162702392451;48;2.5;6800
2.212062605551;0.002983736782;2.6;29520;2.212062605551;48;2.6;14800
2.277482248325;0.003782536781999999;2.7;6880;2.277482248325;33;2.7;3200
2.458248465185;0.005545336781999999;2.8;5680;2.458248465185;68;2.8;2000
2.477821458628;0.003782536781999999;2.9;0;2.477821458628;33;2.9;0
2.519264641812;0.005225336782;3;14160;2.519264641812;68;3;6800
2.528905631148;0.013607736781999998;3.1;22640;2.528905631148;48;3.1;11600
2.553531066897;0.004742536781999999;3.2;6880;2.553531066897;33;3.2;3200
2.560682682153;0.004265336781999999;3.3;12560;2.560682682153;68;3.3;5200
2.612935786949;0.003303736782;3.4;0;2.612935786949;48;3.4;0
2.700072186393;0.004742536781999999;3.5;14160;2.700072186393;33;3.5;6800
2.949658389447;0.002822536781999999;3.6;29520;2.949658389447;33;3.6;14800
2.956968465185;0.004265336781999999;3.7;12560;2.956968465185;68;3.7;5200
3.015599201721;0.004422536781999998;3.8;0;3.015599201721;33;3.8;0
3.020800641812;0.006761336781999999;3.9;0;3.020800641812;68;3.9;0
3.060682682153;0.004265336781999999;4;14160;3.060682682153;68;4;6800
3.162382392451;0.003943736781999999;4.1;22640;3.162382392451;48;4.1;11600
3.212382605551;0.003303736782;4.2;6880;3.212382605551;48;4.2;3200
3.276202248325;0.002502536781999999;4.3;12560;3.276202248325;33;4.3;5200
3.458248465185;0.005545336781999999;4.4;0;3.458248465185;68;4.4;0
3.476861458628;0.002822536781999999;4.5;14160;3.476861458628;33;4.5;6800
3.519904641812;0.005865336781999999;4.6;29520;3.519904641812;68;4.6;14800
3.523529631148;0.008231736781999999;4.7;12560;3.523529631148;48;4.7;5200
3.551291066897;0.002502536781999999;4.8;0;3.551291066897;33;4.8;0
3.560682682153;0.004265336781999999;4.9;0;3.560682682153;68;4.9;0
3.613255786949;0.003623736782;5;14160;3.613255786949;48;5;6800
3.699752186393;0.004422536781999998;5.1;22640;3.699752186393;33;5.1;11600
3.950618389447;0.003782536781999999;5.2;6880;3.950618389447;33;5.2;3200
3.957928465185;0.005225336782;5.3;12560;3.957928465185;68;5.3;5200
4.014639201721;0.003462536781999999;5.4;0;4.014639201721;33;5.4;0
4.022272641812;0.008233336782;5.5;14160;4.022272641812;68;5.5;6800
4.061002682153;0.004585336782;5.6;29520;4.061002682153;68;5.6;14800
4.162702392451;0.004263736782;5.7;12560;4.162702392451;48;5.7;5200
4.214302605551;0.005223736781999999;5.8;0;4.214302605551;48;5.8;0
4.278122248325;0.004422536781999998;5.9;0;4.278122248325;33;5.9;0
4.458568465185;0.005865336781999999;6;14160;4.458568465185;68;6;6800
4.477501458628;0.003462536781999999;6.1;22640;4.477501458628;33;6.1;11600
4.518304641812;0.004265336781999999;6.2;6880;4.518304641812;68;6.2;3200
4.522569631148;0.007271736782;6.3;12560;4.522569631148;48;6.3;5200
4.552571066897;0.003782536781999999;6.4;0;4.552571066897;33;6.4;0
4.561002682153;0.004585336782;6.5;14160;4.561002682153;68;6.5;6800
4.613895786949;0.004263736782;6.6;29520;4.613895786949;48;6.6;14800
4.697832186393;0.002502536781999999;6.7;12560;4.697832186393;33;6.7;5200
4.949338389447;0.002502536781999999;6.8;0;4.949338389447;33;6.8;0
4.957288465185;0.004585336782;6.9;0;4.957288465185;68;6.9;0
5.013999201721;0.002822536781999999;7;14160;5.013999201721;33;7;6800
5.019264641812;0.005225336782;7.1;22640;5.019264641812;68;7.1;11600
5.060682682153;0.004265336781999999;7.2;6880;5.060682682153;68;7.2;3200
5.163342392451;0.004903736782;7.3;12560;5.163342392451;48;7.3;5200
5.213022605551;0.003943736781999999;7.4;0;5.213022605551;48;7.4;0
5.276842248325;0.003142536781999999;7.5;14160;5.276842248325;33;7.5;6800
5.456648465185;0.003945336782;7.6;29520;5.456648465185;68;7.6;14800
5.478461458628;0.004422536781999998;7.7;12560;5.478461458628;33;7.7;5200
5.518944641812;0.004905336781999999;7.8;0;5.518944641812;68;7.8;0
5.530825631148;0.015527736781999999;7.9;0;5.530825631148;48;7.9;0
5.552571066897;0.003782536781999999;8;14160;5.552571066897;33;8;6800
5.560042682153;0.003625336782;8.1;22640;5.560042682153;68;8.1;11600
5.613895786949;0.004263736782;8.2;6880;5.613895786949;48;8.2;3200
5.699752186393;0.004422536781999998;8.3;12560;5.699752186393;33;8.3;5200
5.949338389447;0.002502536781999999;8.4;0;5.949338389447;33;8.4;0
5.956648465185;0.003945336782;8.5;14160;5.956648465185;68;8.5;6800
6.013679201721;0.002502536781999999;8.6;29520;6.013679201721;33;8.6;14800
6.019904641812;0.005865336781999999;8.7;12560;6.019904641812;68;8.7;5200
6.060362682153;0.003945336782;8.8;0;6.060362682153;68;8.8;0
6.163022392451;0.004583736781999999;8.9;0;6.163022392451;48;8.9;0
6.213342605551;0.004263736782;9;14160;6.213342605551;48;9;6800
6.276842248325;0.003142536781999999;9.1;22640;6.276842248325;33;9.1;11600
6.457928465185;0.005225336782;9.2;6880;6.457928465185;68;9.2;3200
6.477181458628;0.003142536781999999;9.3;12560;6.477181458628;33;9.3;5200
6.518944641812;0.004905336781999999;9.4;0;6.518944641812;68;9.4;0
6.523657631148;0.008359736781999999;9.5;14160;6.523657631148;48;9.5;6800
6.553211066897;0.004422536781999998;9.6;29520;6.553211066897;33;9.6;14800
6.561642682153;0.005225336782;9.7;12560;6.561642682153;68;9.7;5200
6.612615786949;0.002983736782;9.8;0;6.612615786949;48;9.8;0
6.698792186393;0.003462536781999999;9.9;0;6.698792186393;33;9.9;0
6.951578389447;0.004742536781999999;10;14160;6.951578389447;33;10;6800
6.957608465185;0.004905336781999999;10.1;22640;6.957608465185;68;10.1;11600
7.015279201721;0.004102536781999999;10.2;6880;7.015279201721;33;10.2;3200
7.019584641812;0.005545336781999999;10.3;12560;7.019584641812;68;10.3;5200
7.061002682153;0.004585336782;10.4;0;7.061002682153;68;10.4;0
7.161422392451;0.002983736782;10.5;14160;7.161422392451;48;10.5;6800
7.213342605551;0.004263736782;10.6;21040;7.213342605551;48;10.6;10000
7.276202248325;0.002502536781999999;10.7;6880;7.276202248325;33;10.7;3200
7.458568465185;0.005865336781999999;10.8;5680;7.458568465185;68;10.8;2000
7.478461458628;0.004422536781999998;10.9;0;7.478461458628;33;10.9;0
7.517984641812;0.003945336782;11;14160;7.517984641812;68;11;6800
7.523529631148;0.008231736781999999;11.1;14160;7.523529631148;48;11.1;6800
7.551291066897;0.002502536781999999;11.2;6880;7.551291066897;33;11.2;3200
7.560682682153;0.004265336781999999;11.3;12560;7.560682682153;68;11.3;5200
7.613255786949;0.003623736782;11.4;0;7.613255786949;48;11.4;0
7.698472186393;0.003142536781999999;11.5;5680;7.698472186393;33;11.5;2000
7.949978389447;0.003142536781999999;11.6;21040;7.949978389447;33;11.6;10000
7.957288465185;0.004585336782;11.7;12560;7.957288465185;68;11.7;5200
8.013999201721;0.002822536781999999;11.8;0;8.013999201721;33;11.8;0
8.019584641812;0.005545336781999999;11.9;0;8.019584641812;68;11.9;0
8.060682682153;0.004265336781999999;12;5680;8.060682682153;68;12;2000
8.162062392451;0.003623736782;12.1;5680;8.162062392451;48;12.1;2000
8.212702605551;0.003623736782;12.2;6880;8.212702605551;48;12.2;3200
