endToEndDelay:vector Sim802154.server.app[0] ($N=10, #0 - Sim802154_app1-5-20230527-16:01:52-4576);;outgoingDataRate:vector Sim802154.gateway.eth[0].queue ($N=10, #0 - Sim802154_app1-5-20230527-16:01:52-4576);;packetReceived:vector(packetBytes) Sim802154.server.udp ($N=10, #0 - Sim802154_app1-5-20230527-16:01:52-4576);;throughput:vector Sim802154.server.app[0] ($N=10, #0 - Sim802154_app1-5-20230527-16:01:52-4576);
0.059263510403;0.002502536781999999;8.509337539251;-20.08079841437899652;0.059263510403;33;8.509346709251;-9.83435665289499989
0.097896569777;0.003782536781999999;8.609337539251;0;0.097896569777;33;8.609346709251;0
0.442394823327;0.005225336782;8.709337539251;22240;0.442394823327;68;8.709346709251;11200
0.454965651457;0.002822536781999999;8.809337539251;5680;0.454965651457;33;8.809346709251;2000
0.511266709251;0.005865336781999999;8.909337539251;5680;0.511266709251;68;8.909346709251;2000
0.672319363257;0.005545336781999999;9.009337539251;8480;0.672319363257;68;9.009346709251;4800
0.942074823327;0.004905336781999999;9.109337539251;19840;0.942074823327;68;9.109346709251;8800
1.010946709251;0.005545336781999999;9.209337539251;8480;1.010946709251;68;9.209346709251;4800
1.059903510403;0.003142536781999999;9.309337539251;0;1.059903510403;33;9.309346709251;0
1.096936569777;0.002822536781999999;9.409337539251;0;1.096936569777;33;9.409346709251;0
1.170719363257;0.003945336782;9.509337539251;14160;1.170719363257;68;9.509346709251;6800
1.441434823327;0.004265336781999999;9.609337539251;8480;1.441434823327;68;9.609346709251;4800
1.454965651457;0.002822536781999999;9.709337539251;22240;1.454965651457;33;9.709346709251;11200
1.510946709251;0.005545336781999999;9.809337539251;5680;1.510946709251;68;9.809346709251;2000
1.655351837619;0.003623736782;9.909337539251;5680;1.655351837619;48;9.909346709251;2000
1.672639363257;0.005865336781999999;10.009337539251;16960;1.672639363257;68;10.009346709251;9600
1.78422086643;0.004422536781999998;10.109337539251;11360;1.78422086643;33;10.109346709251;4000
1.942394823327;0.005225336782;10.209337539251;8480;1.942394823327;68;10.209346709251;4800
2.009666709251;0.004265336781999999;10.309337539251;0;2.009666709251;68;10.309346709251;0
2.059263510403;0.002502536781999999;10.409337539251;0;2.059263510403;33;10.409346709251;0
2.098536569777;0.004422536781999998;10.509337539251;5680;2.098536569777;33;10.509346709251;2000
2.171679363257;0.004905336781999999;10.609337539251;0;2.171679363257;68;10.609346709251;0
2.441114823327;0.003945336782;10.709337539251;13760;2.441114823327;68;10.709346709251;6400
2.455605651457;0.003462536781999999;10.809337539251;5680;2.455605651457;33;10.809346709251;2000
2.511266709251;0.005865336781999999;10.909337539251;5680;2.511266709251;68;10.909346709251;2000
2.655991837619;0.004263736782;11.009337539251;0;2.655991837619;48;11.009346709251;0
2.672319363257;0.005545336781999999;11.109337539251;11360;2.672319363257;68;11.109346709251;4000
2.78326086643;0.003462536781999999;11.209337539251;0;2.78326086643;33;11.209346709251;0
2.941754823327;0.004585336782;11.309337539251;0;2.941754823327;68;11.309346709251;0
3.009666709251;0.004265336781999999;11.409337539251;0;3.009666709251;68;11.409346709251;0
3.060863510403;0.004102536781999999;11.509337539251;5680;3.060863510403;33;11.509346709251;2000
3.097896569777;0.003782536781999999;11.609337539251;0;3.097896569777;33;11.609346709251;0
3.171679363257;0.004905336781999999;11.709337539251;13760;3.171679363257;68;11.709346709251;6400
3.442394823327;0.005225336782;11.809337539251;5680;3.442394823327;68;11.809346709251;2000
3.456565651457;0.004422536781999998;11.909337539251;5680;3.456565651457;33;11.909346709251;2000
3.509986709251;0.004585336782;12.009337539251;0;3.509986709251;68;12.009346709251;0
3.655671837619;0.003943736781999999;12.109337539251;11360;3.655671837619;48;12.109346709251;4000
3.671679363257;0.004905336781999999;12.209337539251;0;3.671679363257;68;12.209346709251;0
3.78454086643;0.004742536781999999;12.309337539251;0;3.78454086643;33;12.309346709251;0
3.888113479529;0.003462536781999999;12.409337539251;0;3.888113479529;33;12.409346709251;0
3.942714823327;0.005545336781999999;12.509337539251;5680;3.942714823327;68;12.509346709251;2000
4.009986709251;0.004585336782;12.609337539251;0;4.009986709251;68;12.609346709251;0
4.059583510403;0.002822536781999999;12.709337539251;13760;4.059583510403;33;12.709346709251;6400
4.098216569777;0.004102536781999999;12.809337539251;5680;4.098216569777;33;12.809346709251;2000
4.172639363257;0.005865336781999999;12.909337539251;5680;4.172639363257;68;12.909346709251;2000
4.440794823327;0.003625336782;13.009337539251;0;4.440794823327;68;13.009346709251;0
4.456565651457;0.004422536781999998;13.109337539251;11360;4.456565651457;33;13.109346709251;4000
4.509666709251;0.004265336781999999;13.209337539251;0;4.509666709251;68;13.209346709251;0
4.655031837619;0.003303736782;13.309337539251;0;4.655031837619;48;13.309346709251;0
4.672319363257;0.005545336781999999;13.409337539251;0;4.672319363257;68;13.409346709251;0
4.693813363351;0.002983736782;13.509337539251;5680;4.693813363351;48;13.509346709251;2000
4.78294086643;0.003142536781999999;13.609337539251;0;4.78294086643;33;13.609346709251;0
4.888113479529;0.003462536781999999;13.709337539251;13760;4.888113479529;33;13.709346709251;6400
4.940794823327;0.003625336782;13.809337539251;5680;4.940794823327;68;13.809346709251;2000
5.010626709251;0.005225336782;13.909337539251;5680;5.010626709251;68;13.909346709251;2000
5.060223510403;0.003462536781999999;14.009337539251;0;5.060223510403;33;14.009346709251;0
5.098856569777;0.004742536781999999;14.109337539251;11360;5.098856569777;33;14.109346709251;4000
5.170399363257;0.003625336782;14.209337539251;0;5.170399363257;68;14.209346709251;0
5.442074823327;0.004905336781999999;14.309337539251;0;5.442074823327;68;14.309346709251;0
5.456245651457;0.004102536781999999;14.409337539251;0;5.456245651457;33;14.409346709251;0
5.510946709251;0.005545336781999999;14.509337539251;5680;5.510946709251;68;14.509346709251;2000
5.656631837619;0.004903736782;14.609337539251;0;5.656631837619;48;14.609346709251;0
5.671039363257;0.004265336781999999;14.709337539251;13760;5.671039363257;68;14.709346709251;6400
5.696053363351;0.005223736781999999;14.809337539251;5680;5.696053363351;48;14.809346709251;2000
5.78422086643;0.004422536781999998;14.909337539251;5680;5.78422086643;33;14.909346709251;2000
5.887153479529;0.002502536781999999;15.009337539251;0;5.887153479529;33;15.009346709251;0
5.940794823327;0.003625336782;15.109337539251;11360;5.940794823327;68;15.109346709251;4000
6.009026709251;0.003625336782;15.209337539251;0;6.009026709251;68;15.209346709251;0
6.060543510403;0.003782536781999999;15.309337539251;0;6.060543510403;33;15.309346709251;0
6.098216569777;0.004102536781999999;15.409337539251;0;6.098216569777;33;15.409346709251;0
6.172319363257;0.005545336781999999;15.509337539251;5680;6.172319363257;68;15.509346709251;2000
6.441754823327;0.004585336782;15.609337539251;0;6.441754823327;68;15.609346709251;0
6.454965651457;0.002822536781999999;15.709337539251;13760;6.454965651457;33;15.709346709251;6400
6.510946709251;0.005545336781999999;15.809337539251;5680;6.510946709251;68;15.809346709251;2000
6.656311837619;0.004583736781999999;15.909337539251;5680;6.656311837619;48;15.909346709251;2000
6.671039363257;0.004265336781999999;16.009337539251;0;6.671039363257;68;16.009346709251;0
6.694773363351;0.003943736781999999;16.109337539251;11360;6.694773363351;48;16.109346709251;4000
6.78230086643;0.002502536781999999;16.209337539251;0;6.78230086643;33;16.209346709251;0
6.887473479529;0.002822536781999999;16.309337539251;0;6.887473479529;33;16.309346709251;0
6.942074823327;0.004905336781999999;16.409337539251;0;6.942074823327;68;16.409346709251;0
7.011266709251;0.005865336781999999;16.509337539251;5680;7.011266709251;68;16.509346709251;2000
7.060223510403;0.003462536781999999;16.609337539251;0;7.060223510403;33;16.609346709251;0
7.097896569777;0.003782536781999999;16.709337539251;13760;7.097896569777;33;16.709346709251;6400
7.170719363257;0.003945336782;16.809337539251;5680;7.170719363257;68;16.809346709251;2000
7.443034823327;0.005865336781999999;16.909337539251;5680;7.443034823327;68;16.909346709251;2000
7.454645651457;0.002502536781999999;17.009337539251;0;7.454645651457;33;17.009346709251;0
7.509666709251;0.004265336781999999;17.109337539251;11360;7.509666709251;68;17.109346709251;4000
7.655991837619;0.004263736782;17.209337539251;0;7.655991837619;48;17.209346709251;0
7.671359363257;0.004585336782;17.309337539251;0;7.671359363257;68;17.309346709251;0
7.694453363351;0.003623736782;17.409337539251;0;7.694453363351;48;17.409346709251;0
7.78262086643;0.002822536781999999;17.509337539251;5680;7.78262086643;33;17.509346709251;2000
7.887793479529;0.003142536781999999;17.609337539251;0;7.887793479529;33;17.609346709251;0
7.941754823327;0.004585336782;17.709337539251;13760;7.941754823327;68;17.709346709251;6400
8.010306709251;0.004905336781999999;17.809337539251;5680;8.010306709251;68;17.809346709251;2000
8.060543510403;0.003782536781999999;17.909337539251;5680;8.060543510403;33;17.909346709251;2000
8.096936569777;0.002822536781999999;18.009337539251;0;8.096936569777;33;18.009346709251;0
8.171679363257;0.004905336781999999;18.109337539251;11360;8.171679363257;68;18.109346709251;4000
8.441434823327;0.004265336781999999;18.209337539251;0;8.441434823327;68;18.209346709251;0
8.455925651457;0.003782536781999999;18.309337539251;0;8.455925651457;33;18.309346709251;0
8.509346709251;0.003945336782;18.409337539251;0;8.509346709251;68;18.409346709251;0
8.654711837619;0.002983736782;18.509337539251;5680;8.654711837619;48;18.509346709251;2000
8.671039363257;0.004265336781999999;18.609337539251;0;8.671039363257;68;18.609346709251;0
8.696053363351;0.005223736781999999;18.709337539251;13760;8.696053363351;48;18.709346709251;6400
8.78422086643;0.004422536781999998;18.809337539251;5680;8.78422086643;33;18.809346709251;2000
8.887473479529;0.002822536781999999;18.909337539251;5680;8.887473479529;33;18.909346709251;2000
8.943034823327;0.005865336781999999;19.009337539251;0;8.943034823327;68;19.009346709251;0
9.010946709251;0.005545336781999999;19.109337539251;11360;9.010946709251;68;19.109346709251;4000
9.059903510403;0.003142536781999999;19.209337539251;0;9.059903510403;33;19.209346709251;0
9.096936569777;0.002822536781999999;19.309337539251;0;9.096936569777;33;19.309346709251;0
9.171359363257;0.004585336782;19.409337539251;0;9.171359363257;68;19.409346709251;0
9.440794823327;0.003625336782;19.509337539251;5680;9.440794823327;68;19.509346709251;2000
9.454645651457;0.002502536781999999;19.609337539251;0;9.454645651457;33;19.609346709251;0
9.509986709251;0.004585336782;19.709337539251;13760;9.509986709251;68;19.709346709251;6400
9.656951837619;0.005223736781999999;19.809337539251;5680;9.656951837619;48;19.809346709251;2000
