endToEndDelay:vector Sim802154.server.app[0] ($N=9, #0 - Sim802154_app1-4-20230527-16:01:31-4576);;outgoingDataRate:vector Sim802154.gateway.eth[0].queue ($N=9, #0 - Sim802154_app1-4-20230527-16:01:31-4576);;packetReceived:vector(packetBytes) Sim802154.server.udp ($N=9, #0 - Sim802154_app1-4-20230527-16:01:31-4576);;throughput:vector Sim802154.server.app[0] ($N=9, #0 - Sim802154_app1-4-20230527-16:01:31-4576);
0.157432204046;0.004905336781999999;0.1;0;0.157432204046;68;0.1;0
0.193364778658;0.003782536781999999;0.2;14160;0.193364778658;33;0.2;6800
0.259158675621;0.004903736782;0.3;6880;0.259158675621;48;0.3;3200
0.656792204046;0.004265336781999999;0.4;0;0.656792204046;68;0.4;0
0.915105170145;0.004905336781999999;0.5;0;0.915105170145;68;0.5;0
0.941641303694;0.002502536781999999;0.6;0;0.941641303694;33;0.6;0
1.158392204046;0.005865336781999999;0.7;8480;1.158392204046;68;0.7;4800
1.193684778658;0.004102536781999999;0.8;0;1.193684778658;33;0.8;0
1.203624488578;0.004903736782;0.9;0;1.203624488578;48;0.9;0
1.259158675621;0.004903736782;1;14160;1.259158675621;48;1;6800
1.413825170145;0.003625336782;1.1;0;1.413825170145;68;1.1;0
1.656792204046;0.004265336781999999;1.2;14160;1.656792204046;68;1.2;6800
1.915745170145;0.005545336781999999;1.3;13760;1.915745170145;68;1.3;6400
1.939735647419;0.004422536781999998;1.4;0;1.939735647419;33;1.4;0
1.942729303694;0.003590536781999999;1.5;8480;1.942729303694;33;1.5;4800
2.156792204046;0.004265336781999999;1.6;0;2.156792204046;68;1.6;0
2.192084778658;0.002502536781999999;1.7;8480;2.192084778658;33;1.7;4800
2.202664488578;0.003943736781999999;1.8;0;2.202664488578;48;1.8;0
2.258838675621;0.004583736781999999;1.9;0;2.258838675621;48;1.9;0
2.311321567422;0.002502536781999999;2;19840;2.311321567422;33;2;8800
2.339470210561;0.004583736781999999;2.1;0;2.339470210561;48;2.1;0
2.415105170145;0.004905336781999999;2.2;14160;2.415105170145;68;2.2;6800
2.657112204046;0.004585336782;2.3;13760;2.657112204046;68;2.3;6400
2.914465170145;0.004265336781999999;2.4;12560;2.914465170145;68;2.4;5200
2.940055647419;0.004742536781999999;2.5;8480;2.940055647419;33;2.5;4800
2.943881303694;0.004742536781999999;2.6;0;2.943881303694;33;2.6;0
3.156472204046;0.003945336782;2.7;8480;3.156472204046;68;2.7;4800
3.192724778658;0.003142536781999999;2.8;0;3.192724778658;33;2.8;0
3.201704488578;0.002983736782;2.9;0;3.201704488578;48;2.9;0
3.257558675621;0.003303736782;3;19840;3.257558675621;48;3;8800
3.312281567422;0.003462536781999999;3.1;0;3.312281567422;33;3.1;0
3.339150210561;0.004263736782;3.2;14160;3.339150210561;48;3.2;6800
