throughput:vector Sim802154.server.app[0] ($N=7, #0 - Sim802154_app1-2-20230520-19:23:27-2964);;packetReceived:vector(packetBytes) Sim802154.server.udp ($N=7, #0 - Sim802154_app1-2-20230520-19:23:27-2964);;outgoingDataRate:vector Sim802154.gateway.eth[0].queue ($N=7, #0 - Sim802154_app1-2-20230520-19:23:27-2964);;endToEndDelay:vector Sim802154.server.app[0] ($N=7, #0 - Sim802154_app1-2-20230520-19:23:27-2964);
11.399963820369;-3.633728994185199552;0.172964127972;48;11.399958010369;-13.88842429271299743;0.172964127972;0.005223736781999999
11.499963820369;0;0.207810421058;33;11.499958010369;0;0.207810421058;0.003142536781999999
11.599963820369;0;0.389753645804;18;11.599958010369;0;0.389753645804;0.003301976782
11.699963820369;2000;0.66608328192;18;11.699958010369;5680;0.66608328192;0.002981976781999999
11.799963820369;1600;0.775453795762;18;11.799958010369;8960;0.775453795762;0.002661976781999999
11.899963820369;0;1.072271080431;18;11.899958010369;0;1.072271080431;0.004261976782
11.999963820369;2000;1.12920723111;18;11.999958010369;5680;1.12920723111;0.002341976781999999
12.099963820369;800;1.204452673355;48;12.099958010369;4480;1.204452673355;0.004263736782
12.199963820369;0;1.208130421058;33;12.199958010369;0;1.208130421058;0.003462536781999999
12.299963820369;2800;1.48723734971;18;12.299958010369;10160;1.48723734971;0.003301976782
12.399963820369;800;1.587319818379;18;12.399958010369;4480;1.587319818379;0.004261976782
12.499963820369;0;1.806905769471;18;12.499958010369;0;1.806905769471;0.004261976782
12.599963820369;0;1.978127072005;18;12.599958010369;0;1.978127072005;0.003301976782
12.699963820369;2800;2.04016376628;18;12.699958010369;10160;2.04016376628;0.002661976781999999
12.799963820369;0;2.207810421058;33;12.799958010369;0;2.207810421058;0.003142536781999999
12.899963820369;800;2.215315063528;18;12.899958010369;4480;2.215315063528;0.002341976781999999
12.999963820369;2000;2.41117330538;18;12.999958010369;5680;2.41117330538;0.003941976781999999
13.099963820369;0;2.482686925407;18;13.099958010369;0;2.482686925407;0.003621976782
13.199963820369;1600;2.65992029971;18;13.199958010369;8960;2.65992029971;0.002341976781999999
13.299963820369;2000;2.684020797238;33;13.299958010369;5680;2.684020797238;0.002502536781999999
13.399963820369;800;2.743529893496;18;13.399958010369;4480;2.743529893496;0.003941976781999999
13.499963820369;0;2.954486909459;33;13.499958010369;0;2.954486909459;0.003142536781999999
13.599963820369;800;3.05620015434;18;13.599958010369;4480;3.05620015434;0.002341976781999999
13.699963820369;2800;3.058957688649;18;13.699958010369;10160;3.058957688649;0.003301976782
13.799963820369;0;3.209090421058;33;13.799958010369;0;3.209090421058;0.004422536781999998
13.899963820369;800;3.292685594105;18;13.899958010369;4480;3.292685594105;0.002981976781999999
13.999963820369;2800;3.468543391704;18;13.999958010369;10160;3.468543391704;0.002661976781999999
14.099963820369;0;3.558826570049;18;14.099958010369;0;3.558826570049;0.003941976781999999
14.199963820369;0;3.684020797238;33;14.199958010369;0;3.684020797238;0.002502536781999999
14.299963820369;2800;3.770707488617;18;14.299958010369;10160;3.770707488617;0.002341976781999999
14.399963820369;800;3.83644652136;18;14.399958010369;4480;3.83644652136;0.003941976781999999
14.499963820369;0;3.955766909459;33;14.499958010369;0;3.955766909459;0.004422536781999998
14.599963820369;800;4.117418497395;18;14.599958010369;4480;4.117418497395;0.002661976781999999
14.699963820369;2800;4.203355245026;18;14.699958010369;10160;4.203355245026;0.002021976781999999
14.799963820369;0;4.208770421058;33;14.799958010369;0;4.208770421058;0.004102536781999999
14.899963820369;1600;4.343006973635;18;14.899958010369;8960;4.343006973635;0.003621976782
14.999963820369;2000;4.550207683481;18;14.999958010369;5680;4.550207683481;0.002661976781999999
15.099963820369;0;4.652460635547;18;15.099958010369;0;4.652460635547;0.004261976782
15.199963820369;3200;4.684980797238;33;15.199958010369;6880;4.684980797238;0.003462536781999999
15.299963820369;2800;4.879669014471;18;15.299958010369;10160;4.879669014471;0.002661976781999999
15.399963820369;800;4.954486909459;33;15.399958010369;4480;4.954486909459;0.003142536781999999
15.499963820369;0;5.148376238686;18;15.499958010369;0;5.148376238686;0.002021976781999999
15.599963820369;0;5.172324127972;48;15.599958010369;0;5.172324127972;0.004583736781999999
15.699963820369;2000;5.208130421058;33;15.699958010369;5680;5.208130421058;0.003462536781999999
15.799963820369;1600;5.291241625548;18;15.799958010369;8960;5.291241625548;0.003621976782
15.899963820369;0;5.401063872401;18;15.899958010369;0;5.401063872401;0.003941976781999999
15.999963820369;2000;5.685620797238;33;15.999958010369;5680;5.685620797238;0.004102536781999999
16.099963820369;800;5.72046062521;18;16.099958010369;4480;5.72046062521;0.004261976782
16.199963820369;800;5.894729904977;18;16.199958010369;4480;5.894729904977;0.002661976781999999
16.299963820369;6000;5.954806909459;33;16.299958010369;17040;5.954806909459;0.003462536781999999
16.399963820369;0;6.173293330427;18;16.399958010369;0;6.173293330427;0.003301976782
16.499963820369;0;6.184522104984;18;16.499958010369;0;6.184522104984;0.002981976781999999
16.599963820369;0;6.204452673355;48;16.599958010369;0;6.204452673355;0.004263736782
16.699963820369;3600;6.209410421058;33;16.699958010369;14640;6.209410421058;0.004742536781999999
16.799963820369;0;6.499245274975;18;16.799958010369;0;6.499245274975;0.003941976781999999
16.899963820369;0;6.651577354975;18;16.899958010369;0;6.651577354975;0.003621976782
16.999963820369;2000;6.685300797238;33;16.999958010369;5680;6.685300797238;0.003782536781999999
17.099963820369;800;6.807853496983;18;17.099958010369;4480;6.807853496983;0.003941976781999999
