throughput:vector Sim802154.server.app[0] ($N=6, #0 - Sim802154_app1-1-20230520-19:23:18-2964);;packetReceived:vector(packetBytes) Sim802154.server.udp ($N=6, #0 - Sim802154_app1-1-20230520-19:23:18-2964);;outgoingDataRate:vector Sim802154.gateway.eth[0].queue ($N=6, #0 - Sim802154_app1-1-20230520-19:23:18-2964);;endToEndDelay:vector Sim802154.server.app[0] ($N=6, #0 - Sim802154_app1-1-20230520-19:23:18-2964);
20.141211117375;-4.5811862889482988;0.141211117375;33;20.141204747375;-14.86092134990099815;0.141211117375;0.004102536781999999
20.241211117375;800;0.274207694458;48;20.241204747375;4480;0.274207694458;0.004903736782
20.341211117375;3200;0.508766747456;48;20.341204747375;6880;0.508766747456;0.003623736782
20.441211117375;0;1.141531117375;33;20.441204747375;0;1.141531117375;0.004422536781999998
20.541211117375;4000;2.140251117375;33;20.541204747375;11360;2.140251117375;0.003142536781999999
20.641211117375;0;2.699940374729;33;20.641204747375;0;2.699940374729;0.003462536781999999
20.741211117375;2000;3.140251117375;33;20.741204747375;5680;3.140251117375;0.003142536781999999
20.841211117375;800;3.700580374729;33;20.841204747375;4480;3.700580374729;0.004102536781999999
20.941211117375;2000;4.140251117375;33;20.941204747375;5680;4.140251117375;0.003142536781999999
21.041211117375;0;4.701220374729;33;21.041204747375;0;4.701220374729;0.004742536781999999
21.141211117375;2000;5.139931117375;33;21.141204747375;5680;5.139931117375;0.002822536781999999
21.241211117375;0;5.274527694458;48;21.241204747375;0;5.274527694458;0.005223736781999999
21.341211117375;800;5.508126747456;48;21.341204747375;4480;5.508126747456;0.002983736782
21.441211117375;0;5.700580374729;33;21.441204747375;0;5.700580374729;0.004102536781999999
21.541211117375;0;5.875547397763;33;21.541204747375;0;5.875547397763;0.002822536781999999
21.641211117375;800;6.141851117375;33;21.641204747375;4480;6.141851117375;0.004742536781999999
21.741211117375;2000;6.700900374729;33;21.741204747375;5680;6.700900374729;0.004422536781999998
21.841211117375;0;6.875547397763;33;21.841204747375;0;6.875547397763;0.002822536781999999
21.941211117375;2000;6.951456264119;18;21.941204747375;5680;6.951456264119;0.002341976781999999
22.041211117375;800;7.139611117375;33;22.041204747375;4480;7.139611117375;0.002502536781999999
22.141211117375;0;7.421758263273;18;22.141204747375;0;7.421758263273;0.004261976782
22.241211117375;2000;7.699300374729;33;22.241204747375;5680;7.699300374729;0.002822536781999999
22.341211117375;800;7.703673256486;18;22.341204747375;4480;7.703673256486;0.004261976782
22.441211117375;0;7.877147397763;33;22.441204747375;0;7.877147397763;0.004422536781999998
22.541211117375;800;7.931257307406;18;22.541204747375;4480;7.931257307406;0.002341976781999999
22.641211117375;0;8.140891117375;33;22.641204747375;0;8.140891117375;0.003782536781999999
22.741211117375;2000;8.255433671092;18;22.741204747375;5680;8.255433671092;0.002981976781999999
22.841211117375;0;8.550408361264;18;22.841204747375;0;8.550408361264;0.003301976782
22.941211117375;2800;8.700580374729;33;22.941204747375;10160;8.700580374729;0.004102536781999999
23.041211117375;0;8.875547397763;33;23.041204747375;0;8.875547397763;0.002822536781999999
23.141211117375;800;8.984122703023;18;23.141204747375;4480;8.984122703023;0.002021976781999999
23.241211117375;2000;9.139931117375;33;23.241204747375;5680;9.139931117375;0.002822536781999999
23.341211117375;0;9.483021029266;18;23.341204747375;0;9.483021029266;0.004261976782
23.441211117375;800;9.699620374729;33;23.441204747375;4480;9.699620374729;0.003142536781999999
23.541211117375;0;9.816541379467;18;23.541204747375;0;9.816541379467;0.003941976781999999
23.641211117375;0;9.876187397763;33;23.641204747375;0;9.876187397763;0.003462536781999999
23.741211117375;2800;10.141531117375;33;23.741204747375;10160;10.141531117375;0.004422536781999998
23.841211117375;0;10.15026943683;18;23.841204747375;0;10.15026943683;0.003301976782
23.941211117375;2000;10.273887694458;48;23.941204747375;5680;10.273887694458;0.004583736781999999
24.041211117375;800;10.386756578959;18;24.041204747375;4480;10.386756578959;0.003941976781999999
24.141211117375;2000;10.508126747456;48;24.141204747375;5680;10.508126747456;0.002983736782
24.241211117375;0;10.699620374729;33;24.241204747375;0;10.699620374729;0.003142536781999999
24.341211117375;0;10.790727238119;18;24.341204747375;0;10.790727238119;0.004261976782
24.441211117375;800;10.875547397763;33;24.441204747375;4480;10.875547397763;0.002822536781999999
24.541211117375;0;11.140571117375;33;24.541204747375;0;11.140571117375;0.003462536781999999
24.641211117375;0;11.165723975269;18;24.641204747375;0;11.165723975269;0.003941976781999999
24.741211117375;2800;11.540595636455;18;24.741204747375;10160;11.540595636455;0.002021976781999999
24.841211117375;0;11.701220374729;33;24.841204747375;0;11.701220374729;0.004742536781999999
24.941211117375;2000;11.81150026289;18;24.941204747375;5680;11.81150026289;0.003621976782
25.041211117375;0;11.875227397763;33;25.041204747375;0;11.875227397763;0.002502536781999999
25.141211117375;800;12.141211117375;33;25.141204747375;4480;12.141211117375;0.004102536781999999
25.241211117375;2000;12.219500310294;18;25.241204747375;5680;12.219500310294;0.003301976782
25.341211117375;4000;12.432464027802;18;25.341204747375;11360;12.432464027802;0.002661976781999999
25.441211117375;0;12.699940374729;33;25.441204747375;0;12.699940374729;0.003462536781999999
25.541211117375;3200;12.788530760067;18;25.541204747375;6880;12.788530760067;0.004261976782
25.641211117375;800;12.875227397763;33;25.641204747375;4480;12.875227397763;0.002502536781999999
25.741211117375;2000;13.140891117375;33;25.741204747375;5680;13.140891117375;0.003782536781999999
25.841211117375;0;13.253148401562;18;25.841204747375;0;13.253148401562;0.003941976781999999
25.941211117375;2800;13.695685788728;18;25.941204747375;10160;13.695685788728;0.004261976782
26.041211117375;0;13.700260374729;33;26.041204747375;0;13.700260374729;0.003782536781999999
